Sample,CZ.1,CZ.2,CZ.3,CL1.1,CL1.2,CL1.3
"neg_8705_5alpha-Ethoxy-6beta-hydroxy-5,6-dihydrophysalin B",0.0492,0.0506,0.0921,0.0302,0.0777,0.0235
neg_8716_UNPD124242,0.0745,0.0239,0.0419,0.0051,0.1251,0.2618
neg_874_,0.1657,0.1757,0.0102,0.0185,0.0108,0.014
neg_8757_Tricalysioside O;(-)-Tricalysioside O,0.0299,0.0127,0.0182,0.2701,0.1836,0.2078
neg_876_D-(-)-Quinic acid; LC-ESI-QTOF; MS2; CE,0.7864,0.6364,1.0711,0.8179,1.9804,0.1625
neg_8761_ferrioxamine b+ch2,0.1732,0.1481,0.0949,0.0933,0.1106,0.0885
neg_8768_Stigmasteryl glucoside,0.1366,0.1611,0.2227,0.185,0.217,0.1595
neg_8772_DG(15:0/16:1(9Z)/0:0),0.415,0.1711,0.1669,0.0314,0.3561,0.4113
"neg_8780_Epicatechin-(2beta->7,4beta->6)-catechin",0.0923,0.1979,0.0702,0.2005,0.1158,0.1726
pos_14526_Proanthocyanidin A2,0.1629,0.1747,0.1714,0.2523,0.1351,0.2177
neg_8785_,0.1754,0.3274,0.278,0.0346,0.0198,0.0387
neg_8786_Proanthocyanidin A2,0.0973,0.0938,0.072,0.1432,0.067,0.1058
pos_13647_Cinncassiol D2 glucoside,0.0017,0,0,0.033,0.0304,0.0502
neg_8831_,0.0196,0.0541,0.074,0.0926,0.0182,0.0211
neg_8834_Procyanidin,0.0763,0.265,0.087,0.1703,0.0597,0.1219
neg_8835_Procyanidin,0.0152,0.035,0.0305,0.0272,0.0086,0.0262
neg_8838_2''-O-p-Coumaroylvitexin,0.0615,0.098,0.174,0.0706,0.0207,0.0191
neg_885_Senkyunolide A;(-)-Senkyunolide A,0.0075,0.0042,0.0073,0.1946,0.153,0.1745
pos_15124_13-Deacetoxybaccatin I,0.0658,0.0412,0.0401,0.1128,0.1305,0.1254
neg_8875_Asimilobin,2.2353,2.9557,4.9395,1.3689,0.7048,1.1986
"neg_8891_5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",0.0113,0.0412,0.0228,0.2976,0.7562,0.2911
"neg_8894_6-{2-[2-(2,4-dihydroxyphenyl)-2-oxoethyl]-5-hydroxy-3-methoxy-4-(3-methylbut-2-en-1-yl)phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",0.0227,0.0239,0.0321,0.0151,0.0187,0.0101
neg_8895_Naringin,0.0297,0.0391,0.0615,0.0533,0.0587,0.0322
pos_14662_Kadsuphilin C,0.3497,0.3111,0.0846,0.0655,0.0427,0.0662
neg_8901_Glaucarubol 15-O-beta-D-glucopyranoside,0.4786,0.6211,0.1558,0.0141,0.0317,0.0381
neg_8918_cis-Murisolinone,0.3392,0.9619,2.5433,0.4791,0.5164,0.2061
"neg_8936_6-{4-[3-(3,7-dimethylocta-2,6-dien-1-yl)-7-hydroxy-4-oxo-4H-chromen-2-yl]-3-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",0.218,0.2089,0.0631,0.0646,0.0918,0.0672
neg_894_5-Carboxyvanillic acid,0.0045,0.0054,0.0125,0.0073,0.0018,0.0086
"neg_8944_5-carboxylato-3-[2-(2-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(methylazaniumyl)methoxy]oxan-2-yl]oxy}-3-ethenyl-5-(methoxycarbonyl)-3,4-dihydro-2H-pyran-4-yl)ethenyl]-1-(2-hydroxyethyl)piperidin-1-ium-3-yl",0.0049,0.009,0.0257,0.032,0.0379,0.0278
"neg_9192_6-{[10-butanoyl-3-hydroxy-2,2-dimethyl-8-oxo-6-(prop-2-en-1-yl)-2H,3H,4H,8H-pyrano[3,2-g]chromen-5-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",0.0091,0.0088,0.0128,0.0096,0.0278,0.007
pos_14280_Canavalioside,0.0027,0.0037,0.0052,0.0621,0.0794,0.0581
pos_15395_Hedyotol C,0.8541,0.9494,1.0034,0.1431,0.1413,0.1549
neg_897_trans-4-Hydroxy-3-methoxycinnamate; LC-ESI-QTOF; MS2; CE,0.021,0.0174,0,0.116,0.1068,0.1144
pos_15271_Briaexcavatolide K;(-)-Briaexcavatolide K,0.0538,0.0393,0.0563,0.1816,0.4559,0.1294
pos_15908_Cytoglobosin H,0.0427,0.0258,0.055,0.0807,0.061,0.1074
neg_8980_Ouabain,0.0064,0.0055,0.0046,0.1736,0.1902,0.1889
neg_9008_Laciniatoside V,0.0399,0.0603,0.0331,0.0288,0.0362,0.0234
neg_901_trans-Ferulic acid,0.1376,0.2149,0.0881,0.1623,0.0672,0.1093
neg_9244_Hordatine A,0.0126,0.0061,0.0142,0.0962,0.2128,0.0966
neg_902_trans-Ferulic acid,0.0695,0.0621,0.077,0.0748,0.0892,0.0605
neg_9762_,0.1162,0.2215,0.3329,0.0222,0.012,0.0105
"pos_15548_9a-(hydroxymethyl)-1-(5-hydroxyoxolan-3-yl)-11a-methyl-7-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-hexadecahydro-1H-cyclopenta[a]phenanthrene-3a,5a,9,10-tetrol",0.0208,0.0167,0.0151,0.1535,0.1288,0.1502
"neg_9077_DG(18:4(6Z,9Z,12Z,15Z)/16:0/0:0)",0.2613,0.4872,2.5128,0.5521,0.2723,0.2472
neg_9092_Manniflavanone;Garciniflavanone,0.2781,0.4125,0.32,0.0336,0.0175,0.0198
neg_910_sec-Butylparaben,0.2896,0.0938,0.2999,0.0123,0.0119,0.0186
neg_9103_,0.009,0.0207,0.009,0.008,0.0107,0.0041
neg_9107_Aceroketoside,0.0076,0.0042,0.0065,6.00E-04,0.001,0.0051
neg_9114_Concentricol C;(-)-Concentricol C,0.0508,0.046,0.0198,0.1142,0.2923,0.076
"neg_9117_6-[(3R,4S,7R)-7-[(3S)-5-ethyl-5-[(5R,6S)-5-ethyl-5-hydroxy-6-methyl-2-oxanyl]-3-methyl-2-oxolanyl]-4-hydroxy-3,5-dimethyl-6-oxononyl]-2-hydroxy-3-methylbenzoic acid",0.0286,0.0576,0.0708,0.9704,0.6925,0.7177
neg_9137_Robinetinidol-(4alpha->2')-dihydrorobinetin,0.0442,0.0624,0.0632,0.284,0.177,0.1461
neg_9140_Robinetinidol-(4alpha->2')-dihydrorobinetin,0.0824,0.1879,0.0756,0.1225,0.0625,0.1002
neg_9146_,0.0136,0.0093,0.0159,0.1372,0.0849,0.0641
neg_9154_Aceroside III,0.0106,0.0051,0.0101,0.0065,0.0047,0.007
neg_9167_Tuberoside,0.0752,0.1159,0.0863,1.3821,1.0978,1.0042
neg_9179_,0.5322,0.127,0.1457,0.0253,0.4082,0.561
"neg_9185_3,6-Diglucopyranosyl-4',5,7-trihydroxyflavone",0.0219,0.0329,0.0224,0.0179,0.0186,0.0111
"neg_9186_2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",0.0054,0.0053,0.0084,0.0058,0.013,0.009
neg_9190_UNPD77977,0.0081,0.0048,0.0527,0.009,0.0074,0.0052
neg_9196_Poncirin,0.0218,0.0187,0.0286,0.0109,0.0124,0.005
neg_9206_(+)-Atherospermoline,0.0569,0.0335,0.0219,0.1213,0.1792,0.0897
neg_9226_Eriocitrin,0.0448,0.0512,0.0612,0.0213,0.0234,0.011
neg_9230_Magnolenin C,0.037,0.0374,0.0547,0.0641,0.0474,0.0378
neg_9234_,0.0024,0.0028,0.0022,0.0328,0.0545,0.0318
neg_9235_Cichorioside L,0.0186,0.0059,0.0214,0.1438,0.1694,0.0785
neg_9236_Kadsuphilin E,0.002,0.0077,0.0036,0.056,0.1047,0.0373
neg_9242_1-linoleoyl-sn-glycero-3-phospho-D-myo-inositol,0.1741,0.1607,0.3017,0.129,0.1592,0.1329
neg_930_D-Gluconic acid; LC-ESI-QTOF; MS2; CE,0.0697,0.0424,0.0536,0.2127,0.0495,0.0784
neg_9272_Eriocarpin,0.0167,0.0167,0.0119,0.0155,0.0577,0.015
neg_9273_Eriocarpin,0.0269,0.0283,0.0275,0.0287,0.0612,0.0204
neg_9278_UNPD101680,0.0055,0.0088,0.0069,0.1568,0.0937,0.2516
neg_929_Galactonic acid,0.0401,0.0318,0.0493,0.2355,0.0496,0.0643
neg_9490_Hesperetin 7-neohesperidoside,0.0304,0.0289,0.0712,0.0293,0.0338,0.0212
neg_9319_,0.0167,0.0227,0.0107,0.0371,0.043,0.0275
neg_932_Benzyl acetate,0.0165,0.0287,0.0095,0.0093,0.0124,0.0064
neg_9355_S-tetradecanoyl-4'-phosphopantetheine(2-),0.0064,0,0.0168,0.0844,0.0786,0.0815
neg_9358_UNPD220778,0.0556,0.0365,0.0406,0.2848,0.2441,0.2395
neg_9363_Argentinic acid A,0.0782,0.1257,0.1448,1.0505,0.5206,0.7345
pos_14251_Isariin C,0.0156,0.0056,0.0067,0.0108,0.0056,0.0293
neg_9377_UNPD78934,0.0099,0.0122,0.018,0.0066,0.0073,0.0053
neg_9408_Destruxin A5,0.3686,0.5713,0.139,0.1843,0.1934,0.0785
neg_941_Cis-stilbene oxide,0.0413,0.0365,0.0164,0.024,0.0324,0.0229
neg_9416_,0.028,0.0476,0.0348,0.0707,0.0319,0.042
neg_9419_,0.1571,0.4599,0.1169,0.0444,0.0337,0.0797
neg_9423_beta-D-Araf-(1->2)-alpha-D-Araf-(1->3)-alpha-D-Araf-(1->5)-alpha-D-Araf-OMe,0.0265,0.0308,0.0496,0.0793,0.035,0.0518
neg_9425_Bruceantinol,0.0127,0.0021,0.0063,0.0025,0.006,0.0044
pos_14900_MK 800-62F1,0.8288,0.7266,0.2809,1.7942,0.8781,1.5747
"pos_14063_2beta-methylbacteriohopane-32,33,34,35-tetrol",0.1474,0.1924,1.6887,0.3391,0.1902,0.1154
neg_9440_Asiminenin A,1.9539,2.9261,2.1907,1.0056,1.5386,0.8611
neg_947_(-)-Loliolide;Loliolide,0.0052,0.0199,0.0269,0.0114,0.0133,0.0102
neg_9475_UNPD51332,0.0443,0.0408,0.0401,0.0172,0.0343,0.0346
neg_9489_Hesperetin 7-neohesperidoside,0.0297,0.0454,0.0797,0.0517,0.0419,0.0292
neg_9500_(-)-Triptofordin C 2;Triptofordin C 2,0.0076,0.0102,0.0186,0.1021,0.1499,0.0535
neg_9532_Micrandilactone A;(+)-Micrandilactone A,0.006,0.0038,0.0097,0.0203,0.0358,0.0215
neg_9542_Cussoracoside B;(-)-Cussoracoside B,0.0053,0.0053,0.0061,0.0108,0.0144,0.0106
neg_9549_C00050629,0.0209,0.0121,0.0562,0.8243,0.2198,0.4456
neg_9561_8-Acetoxypinoresinol 4-glucoside,0.015,0.0213,0.0195,0.0358,0.0562,0.0194
neg_9580_UNPD142968,0.0087,0.0097,0.0062,0.0078,0.01,0.0059
neg_960_2-(sulfooxy)pentanoic acid,0.0163,0.0272,0.0192,0.0092,0.0131,0.0114
neg_9603_Quercetin 3-(2-galloylglucoside),0,0.0027,0.0037,0.0038,0.0059,0.0039
neg_9615_RP 66453,0.0078,0.006,0.0046,0.1161,0.0922,0.0901
neg_9621_Hericenone F,0.0396,0.0383,0.0276,0.7571,0.5212,0.5686
neg_9630_UNPD119267,0.5094,0.3978,0.6131,0.1458,0.3433,0.5813
neg_9642_Naringin,0.013,0.0131,0.0099,0.0666,0.0613,0.0474
neg_9662_CNP0436726,0.1409,0.1956,0.0878,0.0479,0.0298,0.0693
neg_9675_Momordicoside I,0.0636,0.0699,0.1003,1.5876,1.1837,1.4549
neg_9679_CNP0434900,0.2111,0.2346,0.2811,0.5612,0.3433,0.4834
neg_9684_,0.0446,0.1322,0.1197,0.0394,0.0326,0.0408
neg_969_Ophiocerin D;(+)-Ophiocerin D,0.0164,0.0206,0.0416,0.0101,0.0095,0.008
neg_9698_Matsutakeside I,0.0028,0.0058,0.0118,0.0012,0.0027,0.0025
neg_9703_UNPD184827,0.0071,0.0044,0.013,0,0.0037,0.0061
neg_9711_Stigmasteryl glucoside,0.3229,1.1964,1.4124,0.8134,0.5021,0.4213
"neg_9765_5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",0.2864,0.224,0.2266,0.0904,0.1307,0.0412
neg_9770_Acteoside,0.0092,0.0192,0.0427,0.0153,0.0148,0.0069
neg_9771_Acteoside,0.0364,0.5306,0.3075,0.019,0.0276,0.0151
neg_9775_Acteoside,0.0054,0.0106,0.0035,0.1849,0.11,0.0558
neg_9776_UNPD2263,0.0129,0.0528,0.0601,0.009,0.0109,0.0036
neg_980_(??)-Citronellyl acetate,0.187,0.2661,0.2521,0.1379,0.149,0.1158
neg_9801_,0.0789,0.224,0.0477,0.0329,0.0383,0.0217
neg_9805_Hypoletin 8-gentiobioside,0.0029,0.0092,0.0056,0.0022,0.0039,0.0034
"neg_9809_[3,4-bis(acetyloxy)-5-acetamido-6-({5-[(4-methylphenoxy)methyl]-4-phenyl-4H-1,2,4-triazol-3-yl}sulfanyl)oxan-2-yl]methyl acetate",0.0098,0.0019,0.0051,0.0126,0.0656,0.0031
neg_9812_UNPD106844,0.0086,0.0049,0.012,0.0043,0.0169,0.0019
neg_9834_Hydroxynybomycin,0.0096,0.0026,0.0036,0.0424,0.0116,0.0494
pos_17522_UNPD180077,0.0138,0.0183,0.0215,0.0504,0.0301,0.0342
neg_9869_Poncirin,0.1226,0.207,0.5424,0.0618,0.0701,0.0346
neg_9882_Aglain B;(+)-Aglain B,0.0231,0.0114,0.0229,0.0689,0.0597,0.0564
neg_9896_Epicandicandiol 7beta-acetate 18-palmitate,0.1629,0.6917,0.4395,0.218,0.1703,0.1708
"neg_9911_3-[10,14,19-tris(2-carboxyethyl)-5,9,15,20-tetramethyl-21,22,23,24-tetraazapentacyclo[16.2.1.1?,?.1?,??.1??,??]tetracosa-1(21),2,4,6(24),7,9,11(23),12,14,16(22),17,19-dodecaen-4-yl]prop-2-enoic acid",0.0357,0.02,0.039,0.0254,0.0195,0.032
neg_9920_Calenduloside E,0.0264,0.0245,0.0359,1.0932,0.6988,0.9012
neg_9921_UNPD113951,0.4566,1.011,2.1898,0.4584,0.8641,0.2369
neg_9923_UNPD113951,0.4717,0.6556,0.9088,0.5573,0.1934,0.388
neg_9932_Uvarigranin,0.466,0.9419,0.5679,0.2512,0.916,0.4585
pos_15708_UNPD72985,0.5919,0.8693,0.4401,0.2302,0.4617,0.214
neg_994_Matsutakic acid A,0.0044,0.0053,0.0028,0.0052,0.0052,0
neg_9967_Marianoside A,1.9208,2.1503,2.981,0.388,0.5647,0.609
"neg_9971_3-[7-(5-{7-[5-(1-hydroxytridecyl)oxolan-2-yl]-1,3-dioxepan-4-yl}oxolan-2-yl)heptyl]-5-methyl-2,5-dihydrofuran-2-one",0.8652,0.3472,0.8424,0.1993,0.1274,0.2312
"neg_9974_3-[7-(5-{7-[5-(1-hydroxytridecyl)oxolan-2-yl]-1,3-dioxepan-4-yl}oxolan-2-yl)heptyl]-5-methyl-2,5-dihydrofuran-2-one",1.0219,0.3879,0.9447,0.2784,0.1746,0.2941
neg_9975_ascorbyl dipalmitate,0.4389,0.5697,1.0376,0.4257,0.3084,0.2319
neg_9977_,1.1802,2.3428,3.8171,1.1976,1.2585,0.8515
neg_9981_,0.1536,0.4355,0.4789,0.3698,0.1545,0.2692
neg_9984_UNPD119267,0.2871,0.4215,0.7371,0.4232,0.2187,0.4284
neg_9986_Mayolene-20,0.634,0.3851,0.6809,0.1927,0.3213,0.3846
neg_9987_UNPD119267,0.0671,0.0855,0.1185,0.3071,0.2628,0.3887
neg_9988_,0.0017,0.0062,0,0.0163,0.0158,0.0256
neg_9991_Kaempferol 3-(6''-acetylgalactoside) 7-rhamnoside,0.0128,0.0217,0.005,0.0571,0.1136,0.0049
pos_10003_,0.5873,0.7985,0.9924,0.4818,0.4812,0.3772
"pos_9236_2-[(3-amino-4,5-dihydroxycyclohex-1-en-1-yl)formamido]-4-methanesulfonylbutanamide",0.341,0.1817,0.1259,0.069,0.0415,0.0484
pos_10024_Cichorioside G;(-)-Cichorioside G,0.0224,0.0313,0.0332,0.0409,0.0416,0.0372
pos_10021_UNPD146814,0.0033,0.0087,0.0185,0.014,0.0187,0.0145
pos_10044_13'-Carboxy-gamma-tocotrienol,0.0286,0.0188,0.0158,0.1023,0.2405,0.0764
pos_10056_,0.7621,0.4752,0.2697,0.394,0.298,0.8563
pos_10059_Fleephilone,0.0386,0.0704,0.0446,0.0295,0.0368,0.0214
"pos_10060_N-{6-[(4-cyclopentylpyrimidin-2-yl)amino]-hexahydrofuro[3,2-b]furan-3-yl}morpholine-4-carboxamide",0.095,0.0316,0.0989,0.2658,0.2688,0.1045
"pos_10063_(3,4,5-trihydroxy-6-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)methyl 2-methylbut-2-enoate",0.0984,0.0865,0.0858,0.1134,0.1339,0.0999
pos_12992_Darunavir,0.0041,0.0064,0.003,0.0017,0.0068,0.003
"pos_8545_2-{[3,5-dihydroxy-2-(hydroxymethyl)-6-(prop-2-en-1-yloxy)oxan-4-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",0.1498,0.1285,0.1411,0.1149,0.0943,0.1119
pos_10070_(-)-Apicularen A;Apicularen A;Apicularene A,0.0341,0.0094,0.0015,0.0302,0.0548,0.0247
"pos_10071_N-(4-phenoxyphenyl)-2-(1,2,3,4-tetrahydroisoquinolin-1-yl)acetamide",0.0608,0.0419,0.0051,0.1029,0.1341,0.0973
pos_10080_7-[2-(3-hydroxyoct-1-en-1-yl)-5-oxocyclopentyl]-N-(1-phenylethyl)heptanamide,0.0399,0.0232,0.0243,0.0292,0.0325,0.0464
pos_10084_UNPD160094,0.0132,0.0242,0.0099,0.7005,0.177,0.1483
pos_10088_UNPD160094,0.0028,0.0019,0,0.0895,0.0649,0.1389
pos_10096_Pisumionoside,0.0777,0.076,0.0727,0.0312,0.0214,0.0326
pos_10104_Aspernolide B;(+)-Aspernolide B,0.0543,0.0783,0.0245,0.0937,0.0813,0.0363
pos_10105_Aspernolide B;(+)-Aspernolide B,0.0129,0.0173,0.0144,0.0365,0.0275,0.0261
"pos_13324_(7'S,8'S)-4,7'-Epoxy-3,8'-bilign-7-ene-3',5-dimethoxy-4',9,9'-triol 4'-glucoside",0.0076,3.00E-04,0.005,0.0374,0.0276,0.0187
"pos_1011_(2R,3S)-2,3-dimethylmalic acid",0.075,0.0345,0.0236,0.1916,0.2278,0.1609
pos_1012_2-Hydroxyadipic acid,0.0508,0.0261,0.0281,0.1832,0.23,0.1514
pos_10141_3-Methoxytyramine BX,0.0405,0.0254,0.0084,0.1428,0.1137,0.1417
"pos_10142_3,4-dihydro-2H-quinolin-1-yl-(7-methoxy-4,5-dihydrobenzo[g][1,2]benzoxazol-3-yl)methanone",0.0108,0.0077,0.0076,0.0106,0.0098,0.0102
pos_10144_9-aminoacridine,0.03,0.0204,0.0101,0.0097,0.0069,0.0075
"pos_10156_9-(2,3-dihydroxypropyl)-13-hydroxy-8-[(2-hydroxypropyl)amino]octadeca-9,11-dienoic acid",0.0126,0.0099,0.0054,0.0043,0.0183,0.0094
pos_10158_Oryzarol,0.1391,0.1656,0.177,0.082,0.0487,0.0952
pos_10178_Bannaxanthone H,0.0275,0.0172,0.037,0.0106,0.0102,0.0176
pos_10188_Lucidenic acid M,0.0345,0.0272,0.0284,0.2041,0.2238,0.213
pos_2880_,0.0856,0.0407,0.0371,0.1333,0.0556,0.0762
"pos_11772_14-cyclooctyl-5-hydroxy-10-(pyridin-3-yl)-8-oxa-13,14,16-triazatetracyclo[7.7.0.0?,?.0??,??]hexadeca-1(9),2,4,6,10,15-hexaen-12-one",0.6077,0.2508,0.073,0.0165,0.0111,0.0111
pos_2882_Stachyline B,0.5291,0.1921,0.0277,0.8085,0.226,0.3595
pos_10244_Estrone glucuronide,0.0129,0.0132,0.0144,0.0553,0.0343,0.0634
"pos_10246_N-{1-methyl-5-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-yl}propane-1-sulfonamide",0.0166,0.0062,0.0238,0.0132,0.0142,0.0269
pos_1025_Methyl cinnamate,0.0831,0.0418,0.0269,0.0598,0.0332,0.0499
pos_10267_UNPD166780,0.0436,0.0359,0.071,0.3862,0.3538,0.2697
pos_10279_S-Decyl GSH,0.1784,0.1258,0.0613,0.1401,0.2025,0.1567
pos_10289_UNPD224825,0.1331,0.0554,0.0395,0.0209,0.0307,0.029
pos_10300_Cycloartomunin,0.069,0.0303,0.0138,0.108,0.1803,0.0872
pos_10316_CNP0432656,0.011,0.0065,0.0095,0.0993,0.0605,0.0952
pos_15215_(7'R)-(+)-Lyoniresinol 9'-glucoside,0.0431,0.0355,0.061,0.302,0.4284,0.2331
"pos_10353_(2R,6x)-7-Methyl-3-methylene-1,2,6,7-octanetetrol 2-glucoside",0.0425,0.0433,0.0179,0.0255,0.0818,0.0322
"pos_10354_N-(5-hydroxy-6-{1-[(2-methoxyethyl)carbamoyl]ethyl}-4,8a-dimethyl-4H,4aH,5H,6H,7H,8H,8aH,9H-naphtho[2,3-d][1,3]thiazol-2-yl)cyclopropanecarboxamide",0.0502,0.0663,0.0362,0.0297,0.0323,0.0231
pos_10376_Dihydrocycloartomunin,0.024,0.0069,0.0142,0.0541,0.0941,0.0691
"pos_10390_2-({hydroxy[4-phenyl-1-(1,3-thiazolidine-4-carbonyl)piperidin-4-yl]methylidene}amino)-4-(methylsulfanyl)butanoic acid",0.0219,0.0051,0.0048,0.0104,0.0281,0.013
"pos_10398_3-(4-hydroxy-3,5-dimethoxyphenyl)-3-{3-hydroxy-6-[(morpholin-4-yl)methyl]-4-oxo-4H-pyran-2-yl}propanamide",0.1498,0.1265,0.1417,0.1472,0.1511,0.1458
pos_10401_UNPD5169,0.0148,0.0225,0.0141,0.0159,0.0245,0.0143
"pos_10404_N-[7-hydroxy-8-(hydroxymethyl)-4a,8-dimethyl-4-[2-(morpholin-4-yl)-2-oxoethyl]-4H,4aH,5H,6H,7H,8H,8aH,9H-naphtho[2,3-d][1,3]thiazol-2-yl]acetamide",0.012,0.0158,0.0091,0.0305,0.0195,0.0363
"pos_9021_2'-benzyl-1-(2-methylpropyl)-hexahydro-1'H-spiro[azetidine-3,4'-pyrrolo[1,2-a]pyrazin]-7'-ol",0.0653,0.0244,0.0221,0.1402,0.4019,0.1005
pos_10412_UNPD2083,0.2,0.257,0.1879,0.1877,0.085,0.1423
pos_9870_a-L-Arabinofuranosyl-(1->3)-[a-L-arabinofuranosyl-(1r5)]-L-arabinose,0.015,0.0103,0.0196,0.0303,0.0301,0.0318
pos_10422_beta-D-Xylopyranosyl-(1->3)-alpha-L-arabinofuranosyl-(1->3)-L-arabinose,0.0807,0.0837,0.0551,0.1446,0.1632,0.1535
"pos_1043_4,4alpha,5,6-Tetrahydro-7-methyl-2(3H)-naphthalenone",0.0163,0.0239,0.0231,0.0645,0.0576,0.1242
pos_10457_,0.0081,0.0106,0.0073,0.0827,0.0912,0.0704
pos_10463_Xerophilusin XIII;(-)-Xerophilusin XIII,0.0074,0.0109,0.0066,0.1367,0.0824,0.1197
"pos_14707_N-[(3R,9R,10R)-9-[[cyclohexylmethyl(methyl)amino]methyl]-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]methanesulfonamide",0.0267,0.0271,0.0088,0.0513,0.0448,0.0704
pos_10489_UNPD60298,0.0131,0.009,0.0061,0.0097,0.0139,0.0109
pos_10491_UNPD60298,0.0748,0.0895,0.0149,0.0218,0.0299,0.0205
pos_11143_Acremolide D,0.0212,0.0246,0.009,0.0363,0.0465,0.0386
"pos_10519_3beta-3-Hydroxy-11-oxolanosta-8,24-dien-26-al",0.0393,0.0456,0.0441,0.2687,0.2341,0.2334
"pos_10530_N-[2-({6,7-dihydroxy-3-[3-(methylsulfanyl)phenyl]-2-sulfanylidene-octahydro-1H-1,3-benzodiazol-4-yl}formamido)ethyl]acetamide",0.0044,0.0029,0,0.0408,0.0351,0.0327
pos_10535_platencin A2 methyl ester,0.0718,0.0566,0.0755,0.0266,0.0351,0.0221
pos_3010_Mefenamic acid,0.1086,0.065,0.0666,0.0876,0.0734,0.1025
"pos_10542_2-[7-hydroxy-8-(hydroxymethyl)-2,4a,8-trimethyl-4H,4aH,5H,6H,7H,8H,8aH,9H-naphtho[2,3-d][1,3]thiazol-4-yl]-N-phenylacetamide",0.0278,0.0124,0.0124,0.2144,0.164,0.194
pos_10547_(-)-6-Deoxyoxysporidinone,0.6027,0.3949,0.2952,0.219,0.2753,0.1157
"pos_10559_2-[4-(3-Hydroxypropyl)-2-methoxyphenoxy]-1,3-propanediol 1-glucoside",0.1377,0.1121,0.1469,0.0718,0.096,0.0453
pos_10576_UNPD7989,0.0308,0.0273,0.0511,0.1936,0.1272,0.2378
"pos_10595_5,10-Methylene-THF",0.0053,0.0057,0.0058,0.0086,0.005,0.0079
pos_10598_Antibiotic OA 6129A;OA-6129 A,0.0205,0.0042,0.0054,0.0124,0.0149,0.0118
pos_10601_,0.0118,0.0086,0.0105,0.0214,0.0114,0.025
pos_1061_Dihydroabikoviromycin;Dihydrolatumcidin,0.016,0.0211,0.0286,0.0322,0.0877,0.0471
"pos_10621_1-ethyl-3-sulfanylidene-5,6,7,8-tetrahydro-2H-isoquinoline-4-carbonitrile",0.0209,0.0255,0.0297,0.0375,0.0312,0.0273
"pos_10622_1-ethyl-3-sulfanylidene-5,6,7,8-tetrahydro-2H-isoquinoline-4-carbonitrile",0.053,0.0572,0.0677,0.0759,0.076,0.0552
pos_10634_Phyllofolactone D;(+)-Phyllofolactone D,0.0616,0.1001,0.0547,0.0507,0.0758,0.1094
"pos_10649_2-[6-hydroxy-5-({[(4-methoxyphenyl)carbamoyl]amino}methyl)-hexahydrofuro[3,2-b]furan-2-yl]-N-[(1-methyl-1H-imidazol-2-yl)methyl]acetamide",0.0298,0.0204,0.0349,0.0065,0.0024,0.0038
pos_10652_UNPD220854,0.0111,0.0141,0.0075,0.3198,0.445,0.2108
pos_10679_3-(3-{[3-(4-methylbenzenesulfonamido)quinoxalin-2-yl]amino}phenyl)prop-2-enoic acid,0.0043,0.0026,0.0015,0.0313,0.0247,0.0244
pos_10706_(-)-Lepadin E; (-)-Lepadine E; Lepadin E; Lepadine E,0.6635,0.2689,0.2676,0.7304,0.2714,0.7734
pos_11969_UNPD387,0.3125,0.1925,0.0151,0.0025,0.0023,0.0022
pos_9869_a-L-Arabinofuranosyl-(1->3)-b-D-xylopyranosyl-(1->4)-D-xylose,0.0311,0.0336,0.0408,0.0865,0.0842,0.0753
pos_10726_Morphine-6-glucuronide,0.0237,0.0321,0.0239,0.0169,0.0065,0.0096
"pos_10729_N-(1-methyl-7-{methyl[(pyridin-3-yl)methyl]carbamoyl}-9-oxoazonan-3-yl)-1,3-benzothiazole-2-carboxamide",0.1304,0.0305,0.0647,0.0358,0.0226,0.0339
pos_7818_Gibberellin A17,0.007,0.0101,0.0078,0.1976,0.1597,0.2165
pos_5892_N-Oleoylethanolamine,0.4675,0.476,0.7627,1.5909,1.4667,1.6616
