cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,NW3.1,NW3.2,NW15.1,NW3.3,NW15_P.1,NW15_P.2,NW3_P.1,NW15.2,NW3_P.2,NW15.3,NW15_P.3,NW15.4,NW15.5,NW15_P.4,NW3_P.3,NW3_P.4,NW3.4,NW15_P.5,NW3_P.5,NW3_P.6,NW3.5,Blank.1,Blank.2,Blank.3,QC.1,QC.2,QC.3,QC.4,QC.5,MS.MS.spectrum
672,pos_3188,Simple ID,,1,pos,3188,10.537,806.57306,[M+H]+,generic,C46H80NO8P,"PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",7.3836,7.3836,Unknown,3,28,806.5731,[M+H]+,805.5621552,-0.0036684,3.424,Phosphatidylcholines,RUHBZJXWUDKAMZ-XXAGCNFXSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0008148,ChEBI=CHEBI:89579,YMDB=YMDB01970,FooDB=FDB025338,BMDB=BMDB08148,LipidMAPS=LMGP01012171,Urine=HMDB0008148,Saliva=HMDB0008148,Serum=HMDB0008148,COCONUT=CNP0343627",11.0816,12.616,13.5159,11.8079,11.0887,10.639,12.6217,12.792,11.8413,12.484,11.2643,12.3677,12.8166,12.9451,9.4086,12.7058,9.0518,11.7187,9.5707,14.0079,11.2321,0.2252,0.0216,0.0876,15.2976,13.8679,11.3494,13.3029,13.3236,72.08159:168 72.10235:19 86.09667:1273 86.13828:22 86.17514:30 86.49358:19 98.98589:129 104.10804:205 104.13148:17 125.00096:194 166.06403:184 182.62469:16 184.07323:12774 184.16165:28 184.18785:35 184.26184:11 184.30559:23 184.32552:17 184.83623:15 184.90063:20 184.99754:23 185.07915:73 185.16069:34 185.37659:14 185.63321:16 186.52069:18 203.18031:257 417.23581:62
673,pos_3344,Simple ID,Other possible annotated peaks for this cluster.,2,pos,3344,13.373,824.55756,[M+K]+,generic,C44H84NO8P,"PC(18:2(9Z,12Z)/18:0)",7.7425,7.7425,Unknown,3,19,824.5576,[M+K]+,785.5934553,-0.0009866,3.81,Phosphatidylcholines,DZPKSVTWWIZUMS-FPUNCOTOSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0008135,ChEBI=CHEBI:86112,YMDB=YMDB01958,FooDB=FDB025325,BMDB=BMDB08135,LipidMAPS=LMGP01010935,Urine=HMDB0008135,Saliva=HMDB0008135,Serum=HMDB0008135,COCONUT=CNP0002248",0.0392,0.088,0.0514,0.053,0.0351,0.0271,0.0728,0.0576,0.031,0.0374,0.0327,0.0705,0.04,0.0832,0.0346,0.0611,0.0313,0.0538,0.0349,0.2734,0.1629,0,0,0,0.0658,0.0584,0.0252,0.0547,0.0656,60.07999:183 81.06977:59 86.09589:245 86.52299:15 104.10739:211 125.00005:338 148.3512:22 166.06241:202 184.07347:5272 184.15067:50 184.65063:44 184.8727:13 184.88948:35 185.015:35 239.06271:55 461.3064:48 538.38208:73 620.58038:10 680.43768:38
674,pos_3203,Simple ID,,6,pos,3203,13.216,808.58502,[M+H]+,generic,C46H82NO8P,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",6.5413,6.5413,Unknown,3,11,808.585,[M+H]+,807.5778052,8.17E-05,2.876,Phosphatidylcholines,AKLWUKOTFBFPBC-RCKQDAJWSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0008465,ChEBI=CHEBI:88914,YMDB=YMDB02134,FooDB=FDB025655,BMDB=BMDB08465,LipidMAPS=LMGP01012211,Urine=HMDB0008465,Saliva=HMDB0008465,Serum=HMDB0008465,COCONUT=CNP0218964",0.8631,0.8919,0.9622,0.8241,0.8425,0.8813,0.8836,0.7504,0.8709,0.8958,0.8891,0.8102,0.9685,0.8655,1.0028,0.8483,0.96,0.8234,0.909,0.8384,0.7884,0.1791,0.0488,0.134,0.7132,0.6092,0.5792,0.581,0.6176,97.10915:123 97.27395:11 146.9785:28 625.52112:210 627.06934:13 749.51178:768 808.58411:4722 808.80762:19 808.84717:47 808.90668:33 808.97571:76
675,pos_3205,Simple ID,,1,pos,3205,11.564,808.58795,[M+H]+,generic,C46H82NO8P,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",5.9934,5.9934,Unknown,3,19,808.588,[M+H]+,807.5778052,-0.0029183,2.805,Phosphatidylcholines,AKLWUKOTFBFPBC-RCKQDAJWSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0008465,ChEBI=CHEBI:88914,YMDB=YMDB02134,FooDB=FDB025655,BMDB=BMDB08465,LipidMAPS=LMGP01012211,Urine=HMDB0008465,Saliva=HMDB0008465,Serum=HMDB0008465,COCONUT=CNP0218964",8.4197,9.7024,10.1022,8.731,10.4001,10.2181,9.2763,9.6901,9.677,9.9621,10.7114,9.8494,10.8347,9.6626,9.6254,8.9905,9.644,10.9226,9.7976,5.452,9.0535,0.5923,0.2568,0.298,9.7155,9.2535,9.8696,8.9049,8.6747,86.09642:73 98.98276:241 99.01595:12 104.10552:165 184.07291:3462 184.82127:22 185.07898:48 496.33588:20 806.63428:92 807.27057:143 807.56256:46 808.49628:89 808.58533:10378 808.80725:48 808.88666:38 808.91882:17 808.99017:47 809.03534:78 809.06665:41
676,pos_3206,Simple ID,,1,pos,3206,11.66,808.58795,[M+H]+,generic,C46H82NO8P,"PC(20:4(8Z,11Z,14Z,17Z)/18:1(11Z))",6.9968,6.9968,Unknown,3,26,808.588,[M+H]+,807.5778052,-0.0029183,3.435,Phosphatidylcholines,AKLWUKOTFBFPBC-RCKQDAJWSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCC=CCC=CCC=CCC=CCC,"HMDB=HMDB0008465,ChEBI=CHEBI:88914,YMDB=YMDB02134,FooDB=FDB025655,BMDB=BMDB08465,LipidMAPS=LMGP01012211,Urine=HMDB0008465,Saliva=HMDB0008465,Serum=HMDB0008465,COCONUT=CNP0218964",8.4197,9.7024,10.1022,8.731,7.4521,6.7523,7.221,9.6901,5.7438,9.9621,10.7114,9.8494,7.0456,9.6626,9.6254,6.9424,6.9592,10.9226,9.7976,11.9319,9.0535,0.4332,0.1818,0.298,7.0399,6.3803,5.1132,6.7758,6.9915,60.0812:34 60.1669:35 60.23014:33 71.07234:327 85.8287:38 86.09591:1478 86.47141:82 87.09937:33 98.98369:571 99.01024:16 100.42523:18 104.1058:83 115.05437:96 124.99959:459 125.42482:15 128.07826:28 184.07343:11711 184.16388:45 184.20648:40 184.27242:18 184.30309:39 184.35728:51 184.37624:16 185.0807:32 185.48711:40 292.74704:37
677,pos_3214,Unknown compound,,1,pos,3214,17.985,809.48468,[M+H]+,,,,,,,,,,,,,,,,,,0.1119,0.396,0.3143,0.3184,0.1948,0.2468,0.2057,0.1717,0.0991,0.1394,0.1174,0.1398,0.1321,0.2026,0.0992,0.1243,0.0948,0.258,0.1628,0.1149,0.2631,0,0,0,0.1072,0.1342,0.0784,0.1546,0.1394,165.04575:29 184.07233:60 218.8096:12 361.13852:90 397.07986:27 453.13812:14 509.20618:70 621.32788:57 641.3031:125 753.42151:31 808.24609:15 809.48279:6599 809.63757:15 809.69336:13 809.75439:23 809.85541:17 809.89624:22 809.9483:42
678,pos_3215,Unknown compound,,1,pos,3215,18.161,809.48529,[M+H]+,,,,,,,,,,,,,,,,,,0.0088,0.1719,0.0241,0.0282,0.0199,0.0099,0.0137,0.0064,0.0187,0.0096,0.0051,0.0081,0.0105,0.0207,0.0101,0.01,0.0076,0.0133,0.0207,0.3362,0.1368,0,0,0,0.0166,0.0072,0.0067,0.0085,0.0107,84.08041:31 147.1162:146 453.13943:95 473.11267:29 509.20169:32 564.93951:39 565.26581:121 727.77649:71 753.43292:23 809.48358:4824 809.63794:49 809.92499:105 809.96472:42
679,pos_3216,Unknown compound,,1,pos,3216,17.842,809.48584,[M+H]+,,,,,,,,,,,,,,,,,,0.1945,0.1512,0.508,0.5476,0.4803,0.3395,0.3492,0.3211,0.3597,0.2147,0.2163,0.3154,0.3594,0.4469,0.2848,0.2131,0.2205,0.258,0.3673,0.02,0.0698,0,0,0,0.3557,0.3123,0.2768,0.316,0.2967,132.90405:261 220.21359:72 359.09821:65 379.05011:24 397.07935:29 402.36118:35 453.13757:10 509.20023:70 535.46619:73 549.25195:83 585.23425:26 621.32025:89 622.32532:67 753.41638:51 809.48401:5165 809.66663:23 809.80511:20 809.87646:25 809.90411:31
680,pos_3218,Unknown compound,,1,pos,3218,13.188,809.65149,[M+H]+,,,,,,,,,,,,,,,,,,0.0422,0.0131,0.002,0.0314,0.0112,0.0191,0.0127,0.0991,0.0199,0.0275,0,0.0638,0.0152,0.0108,0.0259,0.0136,0.0305,0.001,0.0047,0.0174,0.039,0,0,0,0.079,0.1544,0.1857,0.1417,0.1315,55.05587:265 57.069:173 60.08157:59 69.07076:69 71.07439:170 71.08566:89 81.07045:111 83.08581:87 84.08043:129 86.09602:1148 86.1182:55 86.2256:14 86.89179:21 87.10027:97 93.0708:63 95.08286:41 95.09557:15 97.1:42 98.98341:72 104.10752:132 109.10015:310 112.80779:24 121.10017:90 123.11588:51 124.99934:499 146.98071:888 147.00854:28 184.0733:7405 184.14723:34 184.16415:25 184.1879:20 184.31764:26 184.38477:31 184.44745:22 194.16031:77 235.20412:26 267.26547:62 286.27802:149 289.25412:68 308.26535:46 425.48483:26 444.25626:45 465.23663:107 466.23538:55 470.27151:31 502.32565:81 506.35205:32 603.53314:85 604.53766:160 625.37549:36 625.51184:61 626.52252:500 627.51324:26 628.05408:40 749.49377:30 785.39203:49
681,pos_3221,Unknown compound,,1,pos,3221,12.334,810.54309,[M+H]+,,,,,,,,,,,,,,,,,,0,0,0.0281,0,0,0.0317,0.0159,0,0.0177,0.0274,0,0,0.0207,0.0306,0,0.016,0,0.0124,0.0166,0,0,0.0312,0,0.0148,0,0,0,0,0.0182,60.08114:509 71.0739:121 86.09724:2000 86.13801:23 86.24664:21 87.0994:57 98.98383:176 104.10786:142 124.99836:366 125.18042:33 125.2389:13 130.50516:70 166.06181:212 184.07423:12613 184.17442:104 184.2614:10 184.34607:65 184.3956:29 184.4285:32 184.6158:23 184.79335:18 185.07669:82 185.23102:40 185.25122:13 185.87616:29 186.50476:35 188.57857:31 261.24246:10 432.54803:31 522.35052:78
682,pos_3223,Simple ID,,1,pos,3223,12.28,810.60193,[M+H]+,generic,C46H84NO8P,"PC(18:1(9Z)/20:3(5Z,8Z,11Z))",6.79,6.79,Unknown,3,29,810.6019,[M+H]+,809.5934553,-0.0011683,3.564,Phosphatidylcholines,APIPSPZJMLSCBO-NRTPYZNRSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC,"HMDB=HMDB0008112,ChEBI=CHEBI:86178,YMDB=YMDB01942,FooDB=FDB025302,BMDB=BMDB08112,LipidMAPS=LMGP01010904,Urine=HMDB0008112,Saliva=HMDB0008112,Serum=HMDB0008112,COCONUT=CNP0002253",4.9186,6.2018,5.758,3.4391,3.5655,2.8029,5.7283,5.0968,6.0188,5.8202,5.0788,5.6794,3.4107,5.7337,5.8797,5.5299,3.9084,4.955,5.598,7.0944,6.3134,0.2521,0.1014,0.2316,6.8986,6.8981,3.9299,4.1912,6.6643,60.08222:311 71.07551:77 79.05895:230 86.09813:2053 86.14011:22 87.10069:34 98.9871:117 104.10925:186 125.00076:616 183.23801:11 184.07553:19327 184.17975:113 184.21042:16 184.25577:13 184.34209:18 184.37218:52 184.39145:28 184.42778:32 184.45399:21 184.48007:60 184.73285:49 184.77989:19 184.89281:17 185.0778:100 186.08167:26 226.1525:26 522.34894:31 556.88721:15 672.36139:14
683,pos_3224,Simple ID,,1,pos,3224,12.19,810.60266,[M+H-2H2O]+,generic,C46H88NO10P,PS(24:1(15Z)/16:0),5.5991,5.5991,Unknown,3,26,810.6027,[M+H-2H2O]+,845.6145846,-0.0019683,3.22,Phosphatidylserines,CDGLVKJJSAJSSN-AELALORASA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCC=CCCCCCCCC,HMDB=HMDB0112913,4.9186,6.2018,5.758,5.3422,6.4855,5.9016,5.7283,5.0968,6.0188,5.8202,5.0788,5.6794,6.2266,5.7337,5.8797,5.5299,5.892,4.955,5.598,4.0122,6.3134,0.2023,0.098,0.2316,6.8986,6.8981,6.9842,6.4965,6.6643,56.04963:192 60.08175:208 71.07375:109 81.07165:159 85.88808:13 86.09701:2032 87.09839:219 95.08603:67 98.98394:173 124.99917:645 184.07344:10697 184.1609:73 184.17836:17 184.23039:32 184.31047:36 184.34351:21 184.40504:11 184.47101:17 184.50279:15 184.63152:11 184.86072:83 185.07603:252 523.25293:19 563.29468:34 633.89008:27 634.66919:29
684,pos_3371,Simple ID,,3,pos,3371,14.159,826.57306,[M+K]+,generic,C44H86NO8P,PC(20:0/16:1(9Z)),6.1249,6.1249,Unknown,3,15,826.5731,[M+K]+,787.6091053,-0.0008366,3.07,Phosphatidylcholines,VIOCEOKULYHXNJ-HTDYWKJCSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0008266,ChEBI=CHEBI:89350,YMDB=YMDB02037,FooDB=FDB025456,BMDB=BMDB08266,LipidMAPS=LMGP01011790,Urine=HMDB0008266,Saliva=HMDB0008266,Serum=HMDB0008266,COCONUT=CNP0223911",0.3269,0.2662,0.285,0.2729,0.2614,0.2995,0.3099,0.2403,0.286,0.2553,0.2953,0.2542,0.3503,0.2984,0.3268,0.2995,0.3174,0.2993,0.3172,0.2749,0.2748,0,0,0,0.2235,0.1789,0.1675,0.165,0.1868,164.20691:17 231.17044:53 767.50134:746 767.70508:13 767.84125:15 768.08075:22 768.5047:45 769.34332:33 826.3504:20 826.46082:116 826.49884:58 826.57294:5868 826.72125:27 826.78827:15 826.96051:41
685,pos_3239,Simple ID,,1,pos,3239,14.271,811.67059,[M+H]+,generic,C47H91N2O6P,SM(d18:2/24:1),5.3512,5.3512,Unknown,3,55,811.6706,[M+H]+,810.6614753,-0.0018483,2.652,Phosphocholines,TXFLWJQVQCDUDZ-AQTPDVNJNA-N,O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCC=CCCC)CCCCCCCCCCCCCC=CCCCCCCCC,"LipidMAPS=LMSP03010080,BLEXP=BLEXPDB00052931215",0.413,0.632,0.3005,0.8294,0.2531,0.2923,0.3757,1.2122,0.2648,0.5994,0.2989,0.7414,0.3137,0.3501,0.2067,0.2843,0.7182,0.6286,0.2969,0.6729,0.6202,0,0.0252,0,1.2062,3.2999,2.1354,2.986,2.7033,56.05061:173 56.2179:34 57.06969:19 60.08015:198 68.05865:256 68.08963:10 71.08482:52 83.08709:157 83.2625:36 86.09603:758 86.11904:46 86.18761:46 98.98315:123 99.11154:131 108.0888:139 109.1026:391 124.57878:42 124.9705:15 125.00069:145 125.94743:23 145.61946:134 146.98203:1809 147.03099:30 147.25215:45 148.1393:20 163.01445:15 165.16096:105 165.17529:29 166.50879:57 180.36278:18 184.07335:8474 184.14998:82 184.31517:14 184.34862:50 184.37361:15 184.44844:14 185.07578:32 264.27347:37 267.26584:76 445.27383:79 467.24835:24 468.25061:13 470.27148:117 504.58572:29 505.33649:209 605.54791:157 606.55511:276 606.79749:33 607.38629:62 610.59619:56 627.52618:193 628.46631:99 628.53546:393 629.12689:13 752.53436:149
686,pos_3242,Simple ID,,1,pos,3242,15.419,812.61652,[M+H]+,generic,C46H86NO8P,"PC(18:3(9Z,12Z,15Z)/20:0)",7.3599,7.3599,Unknown,3,60,812.6165,[M+H]+,811.6091053,-0.0001182,3.264,Phosphatidylcholines,CFHMUBPSPSTZCR-LITWNLNFSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCC=CCC,"HMDB=HMDB0008208,ChEBI=CHEBI:89442,YMDB=YMDB02008,FooDB=FDB025398,BMDB=BMDB08208,LipidMAPS=LMGP01011688,Urine=HMDB0008208,Saliva=HMDB0008208,Serum=HMDB0008208,COCONUT=CNP0084334",0.0431,0.051,0.0418,0.074,0.0404,0.0446,0.0376,0.0786,0.0521,0.0642,0.0332,0.0915,0.0449,0.0382,0.0379,0.0338,0.0453,0.0669,0.0482,0.0231,0.0503,0.316,0.147,0.0222,0.1094,0.0877,0.0995,0.0908,0.096,81.08121:30 86.09689:650 86.34536:25 104.10857:47 124.99943:193 146.98233:135 163.25964:35 177.11057:68 184.04051:48 184.07365:25746 184.22658:20 184.25882:14 184.32487:48 184.339:40 184.40039:43 184.53748:23 184.62231:15 184.6412:10 184.71207:24 184.76797:10 184.83018:12 184.84595:55 185.03281:32 185.07742:106 186.09445:37 186.24625:34 186.92964:13 253.69139:34 356.9415:21 399.33466:90 506.26822:18 507.36777:20 587.97498:31 607.56836:168 619.23395:49 627.58167:16 628.58838:116 628.62396:21 629.5451:308 630.16547:23 719.76276:61 736.60931:47 748.12756:12 752.58466:248 753.53961:922 753.63507:37 753.74573:45 753.77795:42 754.54364:218 755.50287:47 780.91266:42 782.63074:50 795.67224:215 796.27203:14 810.6474:82 810.8454:27 811.65924:59 812.16034:172 812.61566:2790 812.7298:38
687,pos_3470,Unknown compound,,2,pos,3470,13.852,838.63385,[M+2Na-H]+,,,,,,,,,,,,,,,,,,0.8313,0.7889,0.8344,0.8118,0.8487,0.9818,0.8113,0.7093,0.9435,0.7485,0.6128,0.8394,0.7573,0.7444,0.8947,0.7433,0.9134,0.7072,0.7373,0.4316,0.7784,0.0473,0.026,0,1.2839,0.963,1.0922,1.0878,1.0251,57.07077:114 60.08036:67 86.09663:419 87.09588:59 124.99905:463 156.89948:20 166.06088:14 184.07259:7305 184.14758:41 184.27126:65 184.29214:53 184.33598:20 184.42038:31 185.07458:127 185.24088:11 265.57425:18 407.81726:13 711.45874:118 838.64038:12
688,pos_3244,Unknown compound,,1,pos,3244,13.975,812.61841,[M+H+NH4]+,,,,,,,,,,,,,,,,,,0.8441,1.7766,1.0677,0.9912,0.7143,0.6245,1.0987,0.662,0.5357,0.8546,0.5967,0.8973,0.911,0.9911,0.8219,1.6332,0.8421,1.5422,0.7443,2.1896,1.8655,0.0592,0,0.0068,1.0993,0.8211,0.5183,0.7504,0.8609,57.07072:50 60.08149:150 70.0645:173 71.07231:93 80.97344:59 86.09671:643 86.13194:25 124.99935:567 131.0847:112 166.06398:93 184.02448:21 184.07397:8662 184.14854:117 184.30087:18 184.3152:26 184.52464:48
689,pos_3423,Simple ID,Other possible annotated peaks for this cluster.,4,pos,3423,20.362,833.58545,[M+K]+,generic,C54H82O4,Coenzyme Q9,8.0857,8.0857,Unknown,3,8,833.5854,[M+K]+,794.6213111,-0.0009308,3.928,Ubiquinones,UUGXJSBPSRROMU-WJNLUYJISA-N,O=C1C(OC)=C(OC)C(=O)C(=C1C)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,"HMDB=HMDB0006707,KNApSAcK=C00007442,ChEBI=CHEBI:18160,FooDB=FDB013229,BMDB=BMDB06707,LipidMAPS=LMPR02010004,Serum=HMDB0006707,PubChem=5280473,PlantCyc=UBIQUINONE-9,UNPD=UNPD20174;UNPD34366;UNPD209734,BLEXP=BLEXPDB00000099490,COCONUT=CNP0133083",0.0998,0.2924,0.0377,0.04,0.0616,0.0481,0.0829,0.0487,0.0793,0.0578,0.074,0.0553,0.0781,0.0602,0.0624,0.1143,0.0598,0.0546,0.0859,0.6412,0.338,0.0078,0,0,0.0813,0.0505,0.0224,0.0329,0.0927,355.07581:25 696.51953:30 832.69684:22 833.58655:5966 833.74036:54 833.79059:17 833.86584:15 834.05383:43
690,pos_3263,Simple ID,,3,pos,3263,14.298,814.63403,[M+H]+,generic,C46H88NO8P,"PC(20:2(11Z,14Z)/18:0)",6.946,6.946,Unknown,3,29,814.634,[M+H]+,813.6247554,-0.0019681,3.352,Phosphatidylcholines,BRSRLMBMUIZSFE-UHKGRJRRSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCC=CCC=CCCCCC,"HMDB=HMDB0008333,FooDB=FDB025523,BMDB=BMDB08333,LipidMAPS=LMGP01011846,COCONUT=CNP0393186",1.1933,1.2031,1.1263,1.1925,1.3386,1.2266,1.2026,1.1541,1.2293,1.202,0.9282,1.2759,1.2183,1.1954,1.2259,1.1982,1.2452,1.0173,1.1805,0.7799,1.2651,0.028,0,0.0379,1.9115,1.9504,2.0942,1.9285,1.8138,60.08119:229 71.07203:124 86.09647:1337 86.13225:29 86.14845:10 98.98615:169 111.11689:98 124.99915:526 125.02525:22 168.06728:47 183.32602:11 184.0733:8920 184.14957:55 184.22217:34 184.26071:48 184.29919:15 184.3293:25 184.40919:28 184.44788:44 184.56602:30 184.69817:19 184.8541:24 185.07697:401 185.15205:21 506.86124:50 516.1496:17 728.659:27 774.95691:107 774.99768:17
691,pos_3266,Simple ID,,1,pos,3266,14.074,814.67206,[M+H]+,generic,C47H92NO7P,PE(P-18:1(11Z)/24:0),5.5825,5.5825,Unknown,3,29,814.6721,[M+H]+,813.6611409,-0.0036826,2.905,"1-(1Z-alkenyl),2-acylglycerophosphoethanolamines",GBVAJFIGBULPII-RWLNHGTRSA-N,O=C(OC(COC=CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCCCCCCCC,"HMDB=HMDB0011428,FooDB=FDB028155,BMDB=BMDB11428,COCONUT=CNP0001972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0.0256,0,60.08107:596 69.07004:269 69.10313:10 70.56393:40 86.09621:1042 86.20324:27 86.30608:43 96.08889:105 98.98444:191 104.17046:18 124.99992:582 156.72615:24 166.06026:32 184.07292:7863 184.16008:30 184.24017:11 184.26767:21 184.30542:36 184.33374:30 184.36205:26 184.39981:24 184.55562:13 184.99503:15 185.07501:370 185.36874:40 185.71913:46 186.07628:435 532.3642:132 796.62396:10
692,pos_3280,Simple ID,,1,pos,3280,15.459,816.6499,[M+H]+,generic,C46H90NO8P,PC(16:0/22:1(13Z)),7.4818,7.4818,Unknown,3,18,816.6499,[M+H]+,815.6404055,-0.0022181,3.769,Phosphatidylcholines,BBIXKOPOMMUIOM-UIJSWADASA-N,O=C(OCC(OC(=O)CCCCCCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,"HMDB=HMDB0007986,ChEBI=CHEBI:86174,FooDB=FDB025177,BMDB=BMDB07986,LipidMAPS=LMGP01010638,Serum=HMDB0007986,COCONUT=CNP0337641",0.298,0.2901,0.3064,0.3111,0.3208,0.3325,0.286,0.2849,0.3191,0.3314,0.2274,0.3467,0.3257,0.2987,0.2939,0.2851,0.3059,0.2576,0.301,0.1185,0.3233,0.0176,0,0,0.5002,0.4486,0.4656,0.4454,0.4441,86.09652:415 86.6264:13 124.69466:42 125.00115:314 184.05125:182 184.07347:6475 184.19476:37 184.27286:13 184.58543:13 184.62737:13 185.0779:170 185.21788:64 185.28403:43 185.98495:17 186.07504:36 292.9794:12 383.30621:40 478.3335:16
693,pos_3282,Simple ID,,1,pos,3282,21.469,816.70892,[M+NH4]+,generic,C51H90O6,"TG(14:0/18:3(9Z,12Z,15Z)/16:1(9Z))",6.3318,6.3318,Unknown,3,43,816.7089,[M+NH4]+,798.6737406,-0.0013338,3.48,Triacylglycerols,FAOJWEAKPNBWHR-NGYNEUHUSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCC)CCCCCCCC=CCCCCCC,HMDB=HMDB0042759,0.1399,0.0995,0.1526,0.1426,0.1398,0.1176,0.1658,0.1331,0.1223,0.1352,0.1442,0.111,0.1677,0.1139,0.1441,0.1643,0.1321,0.1694,0.1543,0.0975,0.1487,0.0335,0,0,0.1133,0.1102,0.1106,0.1298,0.1122,81.07058:66 83.08516:60 97.10052:130 106.0639:21 165.03714:120 217.20158:30 257.21509:58 257.24033:13 261.22159:75 261.35016:117 263.23593:86 264.29181:30 265.77609:23 285.24136:124 444.39139:233 517.42059:255 519.44415:650 521.45514:333 522.00549:12 522.45856:89 530.55414:17 534.48529:11 541.86407:10 545.45563:529 547.4718:259 547.60706:15 548.47552:17 553.46649:48 569.4433:25 571.47211:295 573.48834:20 575.50238:70 599.50079:165 601.52271:123 605.3869:71 701.57269:34 781.68732:19 799.6842:238 799.8266:18 800.03339:24 816.63898:94 816.70734:2113 817.12207:38
694,pos_3283,Simple ID,Other possible annotated peaks for this cluster.,2,pos,3283,21.562,816.70953,[M+NH4]+,generic,C51H90O6,"TG(14:0/18:3(9Z,12Z,15Z)/16:1(9Z))",6.0434,6.0434,Unknown,3,36,816.7095,[M+NH4]+,798.6737406,-0.0019338,3.262,Triacylglycerols,FAOJWEAKPNBWHR-NGYNEUHUSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCC)CCCCCCCC=CCCCCCC,HMDB=HMDB0042759,0.1399,0.1362,0.1526,0.1426,0.1398,0.1176,0.1658,0.1207,0.0937,0.1352,0.1442,0.0719,0.1065,0.0996,0.1098,0.1086,0.1321,0.1062,0.1137,0.201,0.1487,0.0167,0,0,0.1133,0.1102,0.1106,0.1298,0.1122,93.07042:79 107.08701:96 131.08836:275 131.12135:15 131.13399:11 159.1188:62 261.22491:158 263.23544:46 311.26028:35 461.3512:38 517.41687:65 519.44275:314 519.89825:30 519.96631:50 520.46167:20 521.45532:326 535.47455:73 535.50525:15 545.45349:109 546.46021:26 571.4754:299 571.7746:33 573.48743:112 599.50879:104 600.50269:35 601.51715:41 781.67047:310 798.66071:115 799.68365:313 799.76251:19 816.18298:206 816.5459:17 816.70874:1818 816.79681:86 816.87207:59 817.02362:75
